UrlOPC;Description;Mode;Outgoing Address;Format;Scale;Offset
GAR_UG1_DNP_1.EAM.UG1_TT_53SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_53SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_53SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_01SME_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_01SME_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_01SME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_03SME_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_03SME_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_03SME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_21SME_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_21SME_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_21SME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_23SME_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_23SME_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_23SME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_LT_01OME_M.Value;GAR_UG1_DNP_1.EAM.UG1_LT_01OME_M;Write;GAR_UG1_DNP_1.EAM.UG1_LT_01OME_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_02SMT_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_02SMT_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_02SMT_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_03SMT_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_03SMT_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_03SMT_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_10OMT_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_10OMT_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_10OMT_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_11OMT_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_11OMT_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_11OMT_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_01VEX_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_01VEX_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_01VEX_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_02VEX_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_02VEX_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_02VEX_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_03VEX_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_03VEX_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_03VEX_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_PT_01SMH_M.Value;GAR_UG1_DNP_1.EAM.UG1_PT_01SMH_M;Write;GAR_UG1_DNP_1.EAM.UG1_PT_01SMH_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_PT_03SMH_M.Value;GAR_UG1_DNP_1.EAM.UG1_PT_03SMH_M;Write;GAR_UG1_DNP_1.EAM.UG1_PT_03SMH_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_01SMT_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_01SMT_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_01SMT_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_LT_00OMT_M.Value;GAR_UG1_DNP_1.EAM.UG1_LT_00OMT_M;Write;GAR_UG1_DNP_1.EAM.UG1_LT_00OMT_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_LS_01OMT_M.Value;GAR_UG1_DNP_1.EAM.UG1_LS_01OMT_M;Write;GAR_UG1_DNP_1.EAM.UG1_LS_01OMT_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_FT_01VEX_M.Value;GAR_UG1_DNP_1.EAM.UG1_FT_01VEX_M;Write;GAR_UG1_DNP_1.EAM.UG1_FT_01VEX_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_LT_01TTU_M.Value;GAR_UG1_DNP_1.EAM.UG1_LT_01TTU_M;Write;GAR_UG1_DNP_1.EAM.UG1_LT_01TTU_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_CEX_REF_TENSAO_GER.Value;GAR_UG1_DNP_1.EAM.UG1_CEX_REF_TENSAO_GER;Write;GAR_UG1_DNP_1.EAM.UG1_CEX_REF_TENSAO_GER.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_CEX_REF_POT_REATIVA.Value;GAR_UG1_DNP_1.EAM.UG1_CEX_REF_POT_REATIVA;Write;GAR_UG1_DNP_1.EAM.UG1_CEX_REF_POT_REATIVA.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_CEX_I_EXC.Value;GAR_UG1_DNP_1.EAM.UG1_CEX_I_EXC;Write;GAR_UG1_DNP_1.EAM.UG1_CEX_I_EXC.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_CEX_V_EXC.Value;GAR_UG1_DNP_1.EAM.UG1_CEX_V_EXC;Write;GAR_UG1_DNP_1.EAM.UG1_CEX_V_EXC.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_CEX_V_GER.Value;GAR_UG1_DNP_1.EAM.UG1_CEX_V_GER;Write;GAR_UG1_DNP_1.EAM.UG1_CEX_V_GER.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_CEX_POT_ATV.Value;GAR_UG1_DNP_1.EAM.UG1_CEX_POT_ATV;Write;GAR_UG1_DNP_1.EAM.UG1_CEX_POT_ATV.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_CEX_POT_REAT.Value;GAR_UG1_DNP_1.EAM.UG1_CEX_POT_REAT;Write;GAR_UG1_DNP_1.EAM.UG1_CEX_POT_REAT.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_M1004.Value;GAR_UG1_DNP_1.EAM.UG1_M1004;Write;GAR_UG1_DNP_1.EAM.UG1_M1004.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_M1007.Value;GAR_UG1_DNP_1.EAM.UG1_M1007;Write;GAR_UG1_DNP_1.EAM.UG1_M1007.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_M1204.Value;GAR_UG1_DNP_1.EAM.UG1_M1204;Write;GAR_UG1_DNP_1.EAM.UG1_M1204.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_M1207.Value;GAR_UG1_DNP_1.EAM.UG1_M1207;Write;GAR_UG1_DNP_1.EAM.UG1_M1207.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_M804.Value;GAR_UG1_DNP_1.EAM.UG1_M804;Write;GAR_UG1_DNP_1.EAM.UG1_M804.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_M807.Value;GAR_UG1_DNP_1.EAM.UG1_M807;Write;GAR_UG1_DNP_1.EAM.UG1_M807.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_M1204A.Value;GAR_UG1_DNP_1.EAM.UG1_M1204A;Write;GAR_UG1_DNP_1.EAM.UG1_M1204A.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_M1207A.Value;GAR_UG1_DNP_1.EAM.UG1_M1207A;Write;GAR_UG1_DNP_1.EAM.UG1_M1207A.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_FT_01SMH_M.Value;GAR_UG1_DNP_1.EAM.UG1_FT_01SMH_M;Write;GAR_UG1_DNP_1.EAM.UG1_FT_01SMH_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_SE0_ET_23SDC_M.Value;GAR_UG1_DNP_1.EAM.UG1_SE0_ET_23SDC_M;Write;GAR_UG1_DNP_1.EAM.UG1_SE0_ET_23SDC_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_56SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_56SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_56SGG_M.Value;Float;1;0
GAR_UG1_DNP_1.EAM.UG1_TT_57SGG_M.Value;GAR_UG1_DNP_1.EAM.UG1_TT_57SGG_M;Write;GAR_UG1_DNP_1.EAM.UG1_TT_57SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAF.UG2_LT_02TE_M.Value;GAR_UG2_DNP_1.EAF.UG2_LT_02TE_M;Write;GAR_UG2_DNP_1.EAF.UG2_LT_02TE_M.Value;Float;1;0
GAR_UG2_DNP_1.EAF.UG2_TT_02TE_M.Value;GAR_UG2_DNP_1.EAF.UG2_TT_02TE_M;Write;GAR_UG2_DNP_1.EAF.UG2_TT_02TE_M.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA3.Value;GAR_UG2_DNP_1.EAF.EA3;Write;GAR_UG2_DNP_1.EAF.EA3.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA4.Value;GAR_UG2_DNP_1.EAF.EA4;Write;GAR_UG2_DNP_1.EAF.EA4.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA5.Value;GAR_UG2_DNP_1.EAF.EA5;Write;GAR_UG2_DNP_1.EAF.EA5.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA6.Value;GAR_UG2_DNP_1.EAF.EA6;Write;GAR_UG2_DNP_1.EAF.EA6.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA7.Value;GAR_UG2_DNP_1.EAF.EA7;Write;GAR_UG2_DNP_1.EAF.EA7.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA8.Value;GAR_UG2_DNP_1.EAF.EA8;Write;GAR_UG2_DNP_1.EAF.EA8.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA9.Value;GAR_UG2_DNP_1.EAF.EA9;Write;GAR_UG2_DNP_1.EAF.EA9.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA10.Value;GAR_UG2_DNP_1.EAF.EA10;Write;GAR_UG2_DNP_1.EAF.EA10.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA11.Value;GAR_UG2_DNP_1.EAF.EA11;Write;GAR_UG2_DNP_1.EAF.EA11.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA12.Value;GAR_UG2_DNP_1.EAF.EA12;Write;GAR_UG2_DNP_1.EAF.EA12.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA13.Value;GAR_UG2_DNP_1.EAF.EA13;Write;GAR_UG2_DNP_1.EAF.EA13.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA14.Value;GAR_UG2_DNP_1.EAF.EA14;Write;GAR_UG2_DNP_1.EAF.EA14.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA15.Value;GAR_UG2_DNP_1.EAF.EA15;Write;GAR_UG2_DNP_1.EAF.EA15.Value;Float;1;0
GAR_UG2_DNP_1.EAF.EA16.Value;GAR_UG2_DNP_1.EAF.EA16;Write;GAR_UG2_DNP_1.EAF.EA16.Value;Float;1;0
GAR_UG2_DNP_1.EAF.RTD1.Value;GAR_UG2_DNP_1.EAF.RTD1;Write;GAR_UG2_DNP_1.EAF.RTD1.Value;Float;1;0
GAR_UG2_DNP_1.EAF.RTD2.Value;GAR_UG2_DNP_1.EAF.RTD2;Write;GAR_UG2_DNP_1.EAF.RTD2.Value;Float;1;0
GAR_UG2_DNP_1.EAF.RTD3.Value;GAR_UG2_DNP_1.EAF.RTD3;Write;GAR_UG2_DNP_1.EAF.RTD3.Value;Float;1;0
GAR_UG2_DNP_1.EAF.RTD4.Value;GAR_UG2_DNP_1.EAF.RTD4;Write;GAR_UG2_DNP_1.EAF.RTD4.Value;Float;1;0
GAR_UG2_DNP_1.EAF.RTD5.Value;GAR_UG2_DNP_1.EAF.RTD5;Write;GAR_UG2_DNP_1.EAF.RTD5.Value;Float;1;0
GAR_UG2_DNP_1.EAF.RTD6.Value;GAR_UG2_DNP_1.EAF.RTD6;Write;GAR_UG2_DNP_1.EAF.RTD6.Value;Float;1;0
GAR_UG2_DNP_1.EAF.RTD7.Value;GAR_UG2_DNP_1.EAF.RTD7;Write;GAR_UG2_DNP_1.EAF.RTD7.Value;Float;1;0
GAR_UG2_DNP_1.EAF.RTD8.Value;GAR_UG2_DNP_1.EAF.RTD8;Write;GAR_UG2_DNP_1.EAF.RTD8.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_HZ_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_HZ_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_HZ_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_FPC_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_FPC_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_FPC_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_FPB_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_FPB_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_FPB_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_FPA_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_FPA_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_FPA_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_ST_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_ST_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_ST_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_SC_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_SC_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_SC_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_SB_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_SB_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_SB_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_SA_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_SA_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_SA_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_QT_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_QT_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_QT_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_QC_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_QC_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_QC_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_QB_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_QB_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_QB_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_QA_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_QA_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_QA_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_PT_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_PT_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_PT_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_PC_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_PC_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_PC_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_PB_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_PB_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_PB_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_PA_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_PA_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_PA_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_IT_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_IT_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_IT_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_IC_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_IC_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_IC_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_IB_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_IB_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_IB_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_IA_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_IA_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_IA_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_VCA_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_VCA_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_VCA_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_VBC_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_VBC_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_VBC_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_VAB_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_VAB_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_VAB_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_VCN_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_VCN_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_VCN_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_VBN_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_VBN_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_VBN_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_MGE_VAN_M.Value;GAR_UG2_DNP_1.EAM.UG2_MGE_VAN_M;Write;GAR_UG2_DNP_1.EAM.UG2_MGE_VAN_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_LT_01RVD_M.Value;GAR_UG2_DNP_1.EAM.UG2_LT_01RVD_M;Write;GAR_UG2_DNP_1.EAM.UG2_LT_01RVD_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_PT_01RVD_M.Value;GAR_UG2_DNP_1.EAM.UG2_PT_01RVD_M;Write;GAR_UG2_DNP_1.EAM.UG2_PT_01RVD_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_01RVD_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_01RVD_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_01RVD_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_ZT_02RVD_M.Value;GAR_UG2_DNP_1.EAM.UG2_ZT_02RVD_M;Write;GAR_UG2_DNP_1.EAM.UG2_ZT_02RVD_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_JT_03RVD_M.Value;GAR_UG2_DNP_1.EAM.UG2_JT_03RVD_M;Write;GAR_UG2_DNP_1.EAM.UG2_JT_03RVD_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_ST_01RVD_M.Value;GAR_UG2_DNP_1.EAM.UG2_ST_01RVD_M;Write;GAR_UG2_DNP_1.EAM.UG2_ST_01RVD_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_LREF_01RVD_M.Value;GAR_UG2_DNP_1.EAM.UG2_LREF_01RVD_M;Write;GAR_UG2_DNP_1.EAM.UG2_LREF_01RVD_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_LREF_02RVD_M.Value;GAR_UG2_DNP_1.EAM.UG2_LREF_02RVD_M;Write;GAR_UG2_DNP_1.EAM.UG2_LREF_02RVD_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_AREF_02RVD_M.Value;GAR_UG2_DNP_1.EAM.UG2_AREF_02RVD_M;Write;GAR_UG2_DNP_1.EAM.UG2_AREF_02RVD_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_JREF_01RVD_M.Value;GAR_UG2_DNP_1.EAM.UG2_JREF_01RVD_M;Write;GAR_UG2_DNP_1.EAM.UG2_JREF_01RVD_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_SREF_01RVD_M.Value;GAR_UG2_DNP_1.EAM.UG2_SREF_01RVD_M;Write;GAR_UG2_DNP_1.EAM.UG2_SREF_01RVD_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_CQW363.Value;GAR_UG2_DNP_1.EAM.UG2_CQW363;Write;GAR_UG2_DNP_1.EAM.UG2_CQW363.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_CQW362.Value;GAR_UG2_DNP_1.EAM.UG2_CQW362;Write;GAR_UG2_DNP_1.EAM.UG2_CQW362.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_CQW361.Value;GAR_UG2_DNP_1.EAM.UG2_CQW361;Write;GAR_UG2_DNP_1.EAM.UG2_CQW361.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_CQW375.Value;GAR_UG2_DNP_1.EAM.UG2_CQW375;Write;GAR_UG2_DNP_1.EAM.UG2_CQW375.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_20SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_20SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_20SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_27SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_27SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_27SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_34SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_34SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_34SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_35SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_35SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_35SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_45SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_45SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_45SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_46SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_46SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_46SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_52SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_52SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_52SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_21SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_21SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_21SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_22SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_22SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_22SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_28SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_28SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_28SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_29SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_29SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_29SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_36SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_36SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_36SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_47SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_47SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_47SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_23SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_23SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_23SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_30SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_30SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_30SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_49SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_49SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_49SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_50SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_50SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_50SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_51SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_51SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_51SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_24SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_24SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_24SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_31SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_31SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_31SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_54SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_54SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_54SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_55SGG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_55SGG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_55SGG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_01ARG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_01ARG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_01ARG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_02ARG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_02ARG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_02ARG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_03ARG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_03ARG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_03ARG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_04ARG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_04ARG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_04ARG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_05ARG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_05ARG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_05ARG_M.Value;Float;1;0
GAR_UG2_DNP_1.EAM.UG2_TT_06ARG_M.Value;GAR_UG2_DNP_1.EAM.UG2_TT_06ARG_M;Write;GAR_UG2_DNP_1.EAM.UG2_TT_06ARG_M.Value;Float;1;0
